severity,drawing_number,drawing_id,year,anomaly_type,scope,db_value,raw_best_value,root_cause_class,root_cause_reason,evidence_sources
WARN,4329,10169,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4329,10169,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4330,10172,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4330,10172,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4331,10174,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4331,10174,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4332,10175,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4332,10175,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4333,10177,2024,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,4333,10177,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4333,10177,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4334,10180,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4334,10180,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4335,10183,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4335,10183,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4336,10187,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4336,10187,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4337,10191,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4337,10191,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4338,10192,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4338,10192,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4339,10197,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4339,10197,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4340,10202,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4340,10202,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4341,10204,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4341,10204,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4342,10207,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4342,10207,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4342,10207,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4343,10210,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4343,10210,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4344,10212,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4344,10212,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4345,10215,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4345,10215,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4346,10218,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4346,10218,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4347,10222,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4347,10222,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4348,10225,2024,finished_results_incomplete,events.result,"resolved=12,void=0,missing=3,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4348,10225,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4348,10225,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4349,10227,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4349,10227,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4350,10231,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4350,10231,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4351,10233,2024,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4351,10233,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4351,10233,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4352,10236,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4352,10236,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4353,10239,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4353,10239,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4354,10243,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4354,10243,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4355,10245,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4355,10245,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4356,10249,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4356,10249,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4356,10249,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4357,10251,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4357,10251,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4358,10254,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4358,10254,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4359,10258,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4359,10258,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4360,10260,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4360,10260,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4361,10264,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4361,10264,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4362,10266,2024,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
ERROR,4362,10266,2024,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4362,10266,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4362,10266,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4363,10269,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4363,10269,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4364,10272,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4364,10272,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4365,10275,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4365,10275,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4366,10279,2024,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4366,10279,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4366,10279,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4367,10281,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4367,10281,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4368,10286,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4368,10286,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4369,10290,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4369,10290,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4370,10292,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4370,10292,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4371,10295,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4371,10295,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4372,10299,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4372,10299,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4373,10302,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4373,10302,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4374,10303,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4374,10303,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4374,10303,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4375,10308,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4375,10308,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4376,10310,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4376,10310,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4376,10310,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4377,10313,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4377,10313,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4378,10315,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4378,10315,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4379,10317,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4379,10317,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4380,10320,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4380,10320,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4380,10320,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4381,10324,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4381,10324,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4382,10325,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4382,10325,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4383,10329,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4383,10329,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4383,10329,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4384,10332,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4384,10332,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4385,10336,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4385,10336,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4386,10338,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4386,10338,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4387,10343,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4387,10343,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4387,10343,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4388,10345,2024,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4388,10345,2024,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4388,10345,2024,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4389,10347,2025,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
ERROR,4389,10347,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4389,10347,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4389,10347,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4390,10349,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4390,10349,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4391,10353,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4391,10353,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4392,10356,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4392,10356,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4393,10359,2025,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4393,10359,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4393,10359,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4394,10362,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4394,10362,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4395,10365,2025,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,4395,10365,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4395,10365,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4396,10368,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4396,10368,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4396,10368,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4397,10371,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4397,10371,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4398,10373,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4398,10373,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4399,10376,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4399,10376,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4399,10376,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4400,10377,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4400,10377,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4401,10381,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4401,10381,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4402,10383,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4402,10383,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4403,10386,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4403,10386,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4404,10389,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4404,10389,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4405,10392,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4405,10392,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4406,10395,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4406,10395,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4407,10398,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4407,10398,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4408,10402,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4408,10402,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4409,10404,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4409,10404,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4410,10407,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4410,10407,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4411,10411,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4411,10411,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4411,10411,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4412,10413,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4412,10413,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4413,10416,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4413,10416,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4414,10420,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4414,10420,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4414,10420,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4415,10422,2025,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4415,10422,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4415,10422,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4416,10426,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4416,10426,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4416,10426,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4417,10427,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4417,10427,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4418,10431,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4418,10431,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4419,10434,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4419,10434,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4420,10437,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4420,10437,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,4421,10440,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4421,10440,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4422,10444,2025,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4422,10444,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4422,10444,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,4423,10447,2025,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
ERROR,4423,10447,2025,finished_results_incomplete,events.result,"resolved=12,void=0,missing=3,invalid=0",,C,no local RAW/API snapshot is available,
WARN,4423,10447,2025,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,4423,10447,2025,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
